"Borough, Block, Lot #",Street Address,Postcode,Borough,Utility,Building Manager,Owner,Owner Address,Owner Telephone,DEP Boiler Application #,#6 Deadline,Boiler Model,# of Identical Boilers,Boiler Capacity (Gross  BTU),Boiler Installation Date,Boiler Age Range,Est. Retirement Year,Burner Model,Primary Fuel,Total Gallons (High),Total Gallons (Low),Total MMBTU (High),Total MMBTU (low),Greener Greater Buildings,GGB Deadline,Building Type,Council District,Community Board,Bldg Sqft,# of Bldgs,# of Floors,# of Res. Units,Total Units,Year Built,Condo?,Coop?,Latitude,Longitude,Census Tract,BIN,BBL,NTA
4066690007,144-20 77 ROAD,11367,Queens,Con Edison,STEPHEN GARDENS CO.,ORSID REALTY CORP.JESSICA MONDRY,"1740 BROADWAY 2ND FLOOR, MANHATTAN NY 10015",212-586-4524,CA193482M,0,FEDERAL FST-60,1,2,1982,26 to 30 years old,2017,I.C.I. AM 4 1/2 DH,#4,41172,28820,2131.5,3045,0,,Walk-Up Apartments,24,Q 08,"* 40,480",4,3,36,36,1948,,,40.720864,-73.818048,77904,4451399,4066690007,Kew Gardens Hills
4066690027,144-46 77 ROAD,11367,Queens,Con Edison,STEPHEN GARDENS CORP.,ORSID RLTY CORP.,"144-46 77rd ROAD, KEW GARDENS NY 11415",212586-4524,CA193682R,0,FEDERAL FST-40,1,1.6,1982,26 to 30 years old,2017,HEV-E-OIL AM 4DH,#4,21535,15075,2222.85,3175.5,0,,Walk-Up Apartments,24,Q 08,"* 31,860",2,3,27,27,1948,,,40.720971,-73.817694,77904,4451400,4066690027,Kew Gardens Hills
4066780001,147-27 72 AVENUE,11367,Queens,Con Edison,QUEENS GARDENS CO.,KEW GARDENS ASSOC. % JERSEY CENTRAL MGT.,"911 EAST COUNTY LINE RD., LAKEWOOD NY 11224",718 372-4210,CA272493N,0,FEDERAL FST-150,1,6.23,1993,16 to 20 years old,2028,IND. COMB. MMG-63 (P),#4,48728,34109,4945.8413,7065.49,1,2018,Walk-Up Apartments,24,Q 08,"* 92,296",54,2,100,100,1949,,Yes,40.727541,-73.818809,77906,4455319,4066780001,Kew Gardens Hills
4066900016,149-05 79 AVENUE,11367,Queens,Con Edison,149-05 OWNERS CORP.,JAMES C. DEMETRION,"34-03 BROADWAY, QUEENS NY 11106",718-726-4792,CA058798R,0,ROCKMILLS MP 250,2,10.36,1998,11 to 15 years old,2033,HEVE (CI) LNDEG 105 P,#4,218863,153204,22420.125,32028.75,1,2020,Elevator Apartments,24,Q 08,"* 178,650",1,6,180,182,1955,,Yes,40.719741,-73.814158,77904,4144768,4066900016,Kew Gardens Hills
4067030002,150-39 75 AVENUE,11367,Queens,Con Edison,KEW GARDENS HILLS ASSOC.,KEW GARDENS HILLS ASSOC,"73-07 153 STREET, QUEENS NY 11367",718-793-9302,CA084677J,2013,BURNHAM 4F-1654-50,1,8.5,1977,31 to 35 years old,2012,HEV-E-OIL DE-145P,#6,139941,97959,0,0,1,2013,Walk-Up Apartments,24,Q 08,"* 116,784",12,3,144,144,1950,,,40.725389,-73.815784,77908,4451526,4067030002,Kew Gardens Hills
4067900022,158-11 HARRY VAN ARSDALE JR AVENUE,11365,Queens,Con Edison,JOINT INDUSTRIAL BOARD OF THE ELECTRIC IND.,EDUCATION & CULTURAL FUND OF ELECT INC.,"158-11 HARRY VAN ARSDALE JR. AVENUE, FLUSHING NY 11365",718-591-2000,CA119667N,0,FEDERAL FLW 3634,2,11.76,1967,41 - 45 years old,2010,SUPERIOR #BRVH SIZE 7,#4,334567,234197,25420.15,36314.5,1,2020,Office Buildings,24,Q 08,"* 176,600",3,6,0,4,1964,,,,,,,,
4067110027,150-15 79 AVENUE,11367,Queens,Con Edison,METRO MANAGEMENT,150-79TH AVE OWNERS CORP C/OMETO MANAGEMENT,"42-25 21 STREET, LONG ISLAND CITY N.Y. 11101",718 706-7755,CB066001L,2014,GIBRALTAR GCB 225-3,1,7.75,2001,5 to 10 years old,2036,(NEW) INDUST.COMB.-MEG-63S,#6,67160,47012,7035,10050,1,2021,Elevator Apartments,24,Q 08,"* 80,200",1,6,75,75,1965,,Yes,40.720027,-73.813198,77904,4145164,4067110027,Kew Gardens Hills
4067890015,158-40 JEWEL AVENUE,11365,Queens,Con Edison,FIRST HOUSING CO INC.,FIRST HSG.CO.INC.,"161-04 JEWEL AVENUE, FLUSHING NY 11365",718-591-6303,CA299986L,2012,FEDERAL FST-250,1,10,1986,21 to 26 years old,2021,HEVEOIL DE 105-P,#6,82125,57488,8623.125,12318.75,1,2019,Elevator Apartments,24,Q 08,"* 363,265",20,6,383,383,1954,,Yes,40.732214,-73.80952,122701,4451555,4067890015,Pomonok-Flushing Heights-Hillcrest
4067890015,158-40 JEWEL AVENUE,11365,Queens,Con Edison,FIRST HOUSING CO INC.,FIRST HSG.CO.INC.,"161-04 JEWEL AVENUE, FLUSHING NY 11365",718-591-6303,CA359386J,2013,FEDERAL FLW331,1,12.6,1986,21 to 26 years old,2021,I.C.I. DE145P,#6,230461,161323,24198.405,34569.15,1,2019,Elevator Apartments,24,Q 08,"* 363,265",20,6,383,383,1954,,Yes,40.732214,-73.80952,122701,4451555,4067890015,Pomonok-Flushing Heights-Hillcrest
4067890015,158-40 JEWEL AVENUE,11365,Queens,Con Edison,FIRST HOUSING CO INC,FIRST HSG.CO/S.M.MARK,"161-04 JEWEL AVENUE, QUEEN NY 11365",718 591 6303,CA339486Z,2014,FEDERAL FST 250,1,10,1986,21 to 26 years old,2021,HEVEOIL DE105 P,#6,98550,68985,10347.75,14782.5,1,2019,Elevator Apartments,24,Q 08,"* 363,265",20,6,383,383,1954,,Yes,40.732214,-73.80952,122701,4451555,4067890015,Pomonok-Flushing Heights-Hillcrest
4067900001,67-24 161 STREET,11365,Queens,Con Edison,THIRD HOUSING CO. INC.,THIRD HOUSING CO INC,"65-52 160 STREET, FLUSHING NY 11365",718 591 3201,CA085687H,0,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEVE DE 63 P,#4,57488,40241,6036.135,8623.05,1,2020,Elevator Apartments,24,Q 08,"* 749,142",32,6,793,793,1954,,Yes,40.733237,-73.807889,122701,4455390,4067900001,Pomonok-Flushing Heights-Hillcrest
4067900001,67-24 161 STREET,11365,Queens,Con Edison,THIRD HOUSING CO INC.,THIRD HOUSING CO INC.,"65-52 160 STREET, FLUSHING NY 11365",718-591-3200,CA011086K,2013,FEDERAL FST 250,1,10,1986,21 to 26 years old,2021,HEVE DEG 105 P,#6,98550,68985,10347.75,14782.5,1,2020,Elevator Apartments,24,Q 08,"* 749,142",32,6,793,793,1954,,Yes,40.733237,-73.807889,122701,4455390,4067900001,Pomonok-Flushing Heights-Hillcrest
4067900001,67-24 161 STREET,11365,Queens,Con Edison,THIRD HOUSING COMPANY,THIRD HOUSING COMPANY INC.,"65-52 160 STREET, FLUSHING NY 11365",718-591-3200,CA081587M,2014,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEVE DE 63 P,#6,57487,40241,6036.24,8623.2,1,2020,Elevator Apartments,24,Q 08,"* 749,142",32,6,793,793,1954,,Yes,40.733237,-73.807889,122701,4455390,4067900001,Pomonok-Flushing Heights-Hillcrest
4067900001,67-24 161 STREET,11365,Queens,Con Edison,THIRD AVE HOUSING,"THIRD AVE HOUSING CO., INC","65-52 160 STREET, FLUSHING NY 11365",718 591 3201,CA085487N,2014,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEVE DE 63 P,#6,57487,40241,6036.24,8623.2,1,2020,Elevator Apartments,24,Q 08,"* 749,142",32,6,793,793,1954,,Yes,40.733237,-73.807889,122701,4455390,4067900001,Pomonok-Flushing Heights-Hillcrest
4067900001,67-24 161 STREET,11365,Queens,Con Edison,THIRD HOUSING CO INC.,THIRD HOUSING CO INC.,"65-52 160 STREET, FLUSHING NY 11365",718-591-3201,CA085587K,2014,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEVE DE 63 P,#6,57487,40241,6036.24,8623.2,1,2020,Elevator Apartments,24,Q 08,"* 749,142",32,6,793,793,1954,,Yes,40.733237,-73.807889,122701,4455390,4067900001,Pomonok-Flushing Heights-Hillcrest
4067900001,67-24 161 STREET,11365,Queens,Con Edison,THIRD HOUSING CO .,THIRD HOUSING CO INC.,"65-52 160 STREET, FLUSHING NY 11365",718-591-3200,CA085787P,2014,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEVE DE 63 P,#6,57487,40241,6036.24,8623.2,1,2020,Elevator Apartments,24,Q 08,"* 749,142",32,6,793,793,1954,,Yes,40.733237,-73.807889,122701,4455390,4067900001,Pomonok-Flushing Heights-Hillcrest
4067900001,67-24 161 STREET,11365,Queens,Con Edison,THIRD HOUSING CO. INC,THIRD HOUSING CO.INC,"65-52 160 STREET, FLUSHING NY 11365",718-591-3201,CA085887M,2014,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEVE DE 63 P,#6,57487,40241,6036.24,8623.2,1,2020,Elevator Apartments,24,Q 08,"* 749,142",32,6,793,793,1954,,Yes,40.733237,-73.807889,122701,4455390,4067900001,Pomonok-Flushing Heights-Hillcrest
4067900001,67-24 161 STREET,11365,Queens,Con Edison,THIRD HOUSING CO,"THIRD HOUSING COMPANY,INC.","65-52 160 STREET, QUEENS NY 11365",718-591-3201,CA300286X,2014,FEDERAL FST-150,1,5.02,1986,21 to 26 years old,2021,HEVEOIL DE-63-P,#6,104882,73418,10999.28,15713.25,1,2020,Elevator Apartments,24,Q 08,"* 749,142",32,6,793,793,1954,,Yes,40.733237,-73.807889,122701,4455390,4067900001,Pomonok-Flushing Heights-Hillcrest
4067900001,67-24 161 STREET,11365,Queens,Con Edison,THIRD HOUSING CO INC.,THIRD HOUSING CO INC.,"65-52 160 STREET, FLUSHING NY 11365",718-591-3201,CA436286Z,2014,FEDERAL FST-150,1,5.6,1986,21 to 26 years old,2021,HEV-E-OIL DE 63 P,#6,89425,62598,6036.24,8623.2,1,2020,Elevator Apartments,24,Q 08,"* 749,142",32,6,793,793,1954,,Yes,40.733237,-73.807889,122701,4455390,4067900001,Pomonok-Flushing Heights-Hillcrest
4067900001,67-24 161 STREET,11365,Queens,Con Edison,THIRD AVE HOUSING,"THIRD HOUSING COMPANY,INC.","65-52 160 STREET, FLUSHING NY 11365",718-591-3201,CA300186Z,2014,FEDERAL FST-150,1,5.6,1986,21 to 26 years old,2021,HEVEOIL DE-63 P ( I.C.I. ),#6,57487,40241,6036.24,8623.2,1,2020,Elevator Apartments,24,Q 08,"* 749,142",32,6,793,793,1954,,Yes,40.733237,-73.807889,122701,4455390,4067900001,Pomonok-Flushing Heights-Hillcrest
4067910001,65-77 160 STREET,11365,Queens,Con Edison,FOURTH HOUSING,FOURTH HOUSING CO INC,"65-94 162 STREET, FLUSHING NY 11365",718 591 3636,CA100287L,2012,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEVE DE 673 P,#6,57487,40241,6036.24,8623.2,1,2021,Elevator Apartments,24,Q 08,"* 394,644",16,6,362,362,1954,,Yes,40.735369,-73.808847,122701,4451569,4067910001,Pomonok-Flushing Heights-Hillcrest
4067910001,65-77 160 STREET,11365,Queens,Con Edison,FOURTH HOUSING COMPANY INC.,FOURTH HOUSING CO INC,"65-94 162 STREET, FLUSHING NY 11365",718 591 3636,CA104987K,2012,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEVE DE 63 P,#6,57487,40241,6036.24,8623.2,1,2021,Elevator Apartments,24,Q 08,"* 394,644",16,6,362,362,1954,,Yes,40.735369,-73.808847,122701,4451569,4067910001,Pomonok-Flushing Heights-Hillcrest
4067910001,65-77 160 STREET,11365,Queens,Con Edison,FOURTH HOUSING CO INC.,FOURTH HOUSING CO INC.,"65-94 162 STREET, FLUSHING NY 11365",718 591-3636,CA339286Y,2014,FEDERAL FST 150,1,5.6,1986,21 to 26 years old,2021,HEVEOIL DE 63P,#6,102200,71540,4200,6000,1,2021,Elevator Apartments,24,Q 08,"* 394,644",16,6,362,362,1954,,Yes,40.735369,-73.808847,122701,4451569,4067910001,Pomonok-Flushing Heights-Hillcrest
4067910001,65-77 160 STREET,11365,Queens,Con Edison,FOURTH HOUSING COMPANY INC.,FOURTH HOUSING CO.INC.,"65-94 162 STREET, FLUSHING NY 11365",718 591 3636,CA339386L,2014,FEDERAL FST 150,1,5.6,1986,21 to 26 years old,2021,IND-COMB. DE-63P,#6,79460,55622,8343.3525,11919.08,1,2021,Elevator Apartments,24,Q 08,"* 394,644",16,6,362,362,1954,,Yes,40.735369,-73.808847,122701,4451569,4067910001,Pomonok-Flushing Heights-Hillcrest
4067910001,65-77 160 STREET,11365,Queens,Con Edison,FOURTH HOUSING CO.,FOURTH HOUSING CO.INC.,"65-94 162ND STREET, FLUSHING NY 11365",718-591-3636,CA339586X,2014,FEDERAL FST 150,1,5.6,1986,21 to 26 years old,2021,HEVEOIL DE 63 P,#6,102200,71540,4200,6000,1,2021,Elevator Apartments,24,Q 08,"* 394,644",16,6,362,362,1954,,Yes,40.735369,-73.808847,122701,4451569,4067910001,Pomonok-Flushing Heights-Hillcrest
4067920600,67-40 164 STREET,11365,Queens,Con Edison,SECOND HOUSING,SECOND HOUSING CO INC,"161-29 JEWEL AVENUE, QUEENS NY 11365",718 591 0330,CA121687N,2012,FEDERAL FST 80,1,3.1,1987,21 to 26 years old,2022,HEVE ME 34 P,#6,32850,22995,3449.25,4927.5,1,2022,Elevator Apartments,24,Q 08,"* 789,880",30,6,684,684,1952,,Yes,40.733982,-73.804932,122701,4455441,4067920600,Pomonok-Flushing Heights-Hillcrest
4067920600,67-40 164 STREET,11365,Queens,Con Edison,SECOND HOUSING,SECOND HOUSING CO INC,"161-29 JEWEL AVENUE, QUEENS NY 11365",718 591 0330,CA105487Z,2014,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEVE DE 63 P,#6,57487,40241,6036.24,8623.2,1,2022,Elevator Apartments,24,Q 08,"* 789,880",30,6,684,684,1952,,Yes,40.733982,-73.804932,122701,4455441,4067920600,Pomonok-Flushing Heights-Hillcrest
4067920600,67-40 164 STREET,11365,Queens,Con Edison,"SECOND HOUSING CO,INC.","SECOND HOUSING CO,INC.","161-29 JEWEL AVENUE, FLUSHING NY 11365",718-591-0330,CA105587X,2014,FEDERAL FST 80,1,3.1,1987,21 to 26 years old,2022,HEVE ME 34 P,#6,32850,22995,3449.25,4927.5,1,2022,Elevator Apartments,24,Q 08,"* 789,880",30,6,684,684,1952,,Yes,40.733982,-73.804932,122701,4455441,4067920600,Pomonok-Flushing Heights-Hillcrest
4067920600,67-40 164 STREET,11365,Queens,Con Edison,SECOND HOUSING CO INC,SECOND HOUSING CO INC,"161-29 JEWEL AVENUE, FLUSHING NY 11365",718 591 0330,CA099487K,2014,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEVE DE 63 P,#6,57487,40241,6036.24,8623.2,1,2022,Elevator Apartments,24,Q 08,"* 789,880",30,6,684,684,1952,,Yes,40.733982,-73.804932,122701,4455441,4067920600,Pomonok-Flushing Heights-Hillcrest
4067920600,67-40 164 STREET,11365,Queens,Con Edison,SECOND HOUSING CO INC.,SECOND HOUSING CO INC.,"161-29 JEWEL AVENUE, FLUSHING NY 11365",718-591-0330,CA121987P,2014,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEV DE 63 P,#6,57487,40241,6036.1875,8623.13,1,2022,Elevator Apartments,24,Q 08,"* 789,880",30,6,684,684,1952,,Yes,40.733982,-73.804932,122701,4455441,4067920600,Pomonok-Flushing Heights-Hillcrest
4067920600,67-40 164 STREET,11365,Queens,Con Edison,SECOND HOUSING,"SECOND HOUSING CO., INC","161-29 H U A JR AVENUE, FLUSHING NY 11365",718-591-0330,CA339086J,2014,FEDERAL FST 150,1,5.6,1986,21 to 26 years old,2021,I.C.I. DE-63P,#6,57487,40241,6036.24,8623.2,1,2022,Elevator Apartments,24,Q 08,"* 789,880",30,6,684,684,1952,,Yes,40.733982,-73.804932,122701,4455441,4067920600,Pomonok-Flushing Heights-Hillcrest
4067920600,67-40 164 STREET,11365,Queens,Con Edison,SECOND HOUSING CO INC.,SECOND HOUSING CO INC.,"161-29 HARRY VANARSDALE JR AVENUE, FLUSHING NY 11365",718-591-0330,CA339186R,2014,FEDERAL FST 250,1,10,1986,21 to 26 years old,2021,HEVE DEG 105 P,#6,98550,68985,10347.75,14782.5,1,2022,Elevator Apartments,24,Q 08,"* 789,880",30,6,684,684,1952,,Yes,40.733982,-73.804932,122701,4455441,4067920600,Pomonok-Flushing Heights-Hillcrest
4067920600,67-40 164 STREET,11365,Queens,Con Edison,SECOND HOUSING CO INC.,"SECOND HOUSING CO., INC","161-29 HVA JR AVENUE, FLUSHING NY 11365",718-591-0330,CA339686N,2014,FEDERAL FST 150,1,5.6,1986,21 to 26 years old,2021,HEV-E-OIL DE63 P,#6,57487,40241,6036.24,8623.2,1,2022,Elevator Apartments,24,Q 08,"* 789,880",30,6,684,684,1952,,Yes,40.733982,-73.804932,122701,4455441,4067920600,Pomonok-Flushing Heights-Hillcrest
4067920600,67-40 164 STREET,11365,Queens,Con Edison,SECOND HOUSING CO. INC.,SECOND HOUSING CO. INC.,"161-29 HUA JR. AVENUE, FLUSHING NY 11365",718 591 0330,CA121387L,2014,FEDERAL FST 150,1,5.6,1987,21 to 26 years old,2022,HEV DE 63 P,#6,57487,40241,6036.24,8623.2,1,2022,Elevator Apartments,24,Q 08,"* 789,880",30,6,684,684,1952,,Yes,40.733982,-73.804932,122701,4455441,4067920600,Pomonok-Flushing Heights-Hillcrest
4067930126,154-36 71 AVENUE,11367,Queens,Con Edison,POMONOK CREST APTS CO.,RIVER DRIVE CONSTRUCTION CORP.,"95-25 QUEENS BOULEVARD, REGO PARK NY 11374",718 830-3700,CB182802J,0,BEST 4B80,1,3.43,2002,5 to 10 years old,2037,ICI MMG-34P,#4,26828,18779,2723.042,3890.06,1,2013,Walk-Up Apartments,24,Q 08,"* 147,558",95,2,180,180,1952,,,40.730287,-73.81449,122702,4455509,4067930126,Pomonok-Flushing Heights-Hillcrest
4067930126,154-36 71 AVENUE,11367,Queens,Con Edison,POMONOK CREST APTS. CO.,RIVERDRIVE CONSTRUCTIION CORP.,"95-25 QUEENS BOULEVARD, REGO PARK NY 11374",718 830-3700,CB185802R,0,BEST 4B-90,1,3.78,2002,5 to 10 years old,2037,INDUSTRIAL COMBUSTION MMG-42P,#4,29127,20389,2956.3905,4223.42,1,2013,Walk-Up Apartments,24,Q 08,"* 147,558",95,2,180,180,1952,,,40.730287,-73.81449,122702,4455509,4067930126,Pomonok-Flushing Heights-Hillcrest
4067930126,154-36 71 AVENUE,11367,Queens,Con Edison,POMONOK CREST APTS&PRINCETON MGMT,POMONOK CREST APTS%PRINCETON,"95-25 QUEENS BOULEVARD, REGO PARK N.Y. 11379",718 830-3700,CB012001M,0,BEST 4B 80,1,3.36,2001,5 to 10 years old,2036,ICI MMG-34 P,#4,26828,18779,2723.042,3890.06,1,2013,Walk-Up Apartments,24,Q 08,"* 147,558",95,2,180,180,1952,,,40.730287,-73.81449,122702,4455509,4067930126,Pomonok-Flushing Heights-Hillcrest
4069270022,174-10 67 AVENUE,11365,Queens,Con Edison,NYC BOARD OF ED,NYC BOARD OF ED. VIOLATION CONTROL UNIT,"44-36 VERNON BLVD, L.I.C. NY 11101",718-,CA089673P,0,FARRAR & TREFTS(EXISTING)(2) MODEL#81,2,0,1973,36 - 40 year old,2010,PREFERRED #BHE#7,#4,0,0,0,0,0,,Educational Structures,24,Q 08,"* 88,500",2,3,0,1,1957,,,40.734572,-73.795484,1223,4149690,4069270022,Pomonok-Flushing Heights-Hillcrest
4073160018,211-45 46 ROAD,11361,Queens,Con Edison,NYC BOARD OF EDUCATION,NYC BOARD OF EDUCATION,"28-11 QUEENS PLAZA NORTH, LONGISLAND CITY NY 11101",718,CA420589J,0,OIL CITY 66-S,1,6.9,1989,21 to 26 years old,2024,PREFERRED BHE 6N,#4,11200,7840,1258.6,1798,0,,Educational Structures,19,Q 11,"* 41,907",1,3,0,0,1939,,,40.757064,-73.770122,1447,4156949,4073160018,Bayside-Bayside Hills
4074100001,201-02 53 AVENUE,11364,Queens,Con Edison,BOARD OF EDUCATION PS 162,BOARD OF ED/SANDRA BISPHAM-HAYWOOD,"28-11 QUEENS PLAZA NORTH, QUEENS NY 11101",718 391-6055,CA138174Z,0,JOHNSON BROS RF 1815,1,6.3,1974,36 - 40 year old,2010,PREFERRED BHE 6-3M4,#4,33264,23285,3376.296,4823.28,0,,Educational Structures,23,Q 11,"* 53,000",2,3,0,0,1936,,,40.749036,-73.777213,140901,4159363,4074100001,Bayside-Bayside Hills
4075290001,57-30 223 STREET,11364,Queens,Con Edison,BEN CARDOZO HIGH SCHOOL,NYC BOARD OF EDUCATION,"28-11 QUEENS PLAZA NORTH, QUEENS NY 11101",718 706 3700,CA254463N,2013,,4,0,1963,46 - 50 years old,2010,PREFERRED BHE-8,#6,269370,188559,27594,39420,0,,Educational Structures,23,Q 11,"* 454,536",1,3,0,1,1966,,,40.75177,-73.755527,138501,,,Oakland Gardens
4075290001,57-30 223 STREET,11364,Queens,Con Edison,CARDOZO HIGH SCHOOL,NYC DEPT. OF EDUCATION,"44-36 VERNON BLVD., LONG ISL. CITY NY 11101",718 349-5480,CB047806K,2013,FEDERAL / NY PS 3643,1,0,2006,Fewer than 5 years old,2041,PREFERRED UTILITIES /BHE 8V3A4,#6,45000,31500,4725,6750,0,,Educational Structures,23,Q 11,"* 454,536",1,3,0,1,1966,,,40.75177,-73.755527,138501,,,Oakland Gardens
4076190001,64-45 218 STREET,11364,Queens,Con Edison,JAMES LONERGAN (BD OF ED.),NYC DEPT ED. VIOLATION CONTROL UNIT,"44-36 VERNON BLVD, L.I.C. NY 11101",718-610-0303,CA271873K,0,FARRAR & TREFTS 174-0,1,6,1973,36 - 40 year old,2010,PREFERRED BHE6,#4,63218,44253,6416.627,9166.61,0,,Educational Structures,23,Q 11,"* 47,000",2,3,0,0,1954,,,40.746202,-73.758752,1367,4162449,4076190001,Oakland Gardens
4076480002,224-54 HORACE HARDING EXPWY.,11364,Queens,Con Edison,CLOVERDALE GARDENS,CLOVERDALE OWNERS CORP.,"1981 MARCUS AVENUE STE. C-131, LAKE SUCCESS NY 11042",516 944-5000,CB013606Y,2012,ROCKMILLS MP-150 (EXSTG),1,5.02,2006,Fewer than 5 years old,2041,HEVE (I.C.) DEG - 63P,#6,59130,41391,6208.65,8869.5,1,2018,Walk-Up Apartments,23,Q 11,"* 132,300",81,2,168,168,1948,,Yes,40.749893,-73.753339,1377,4444354,4076480002,Oakland Gardens
4076480002,224-54 HORACE HARDING EXPWY.,11364,Queens,Con Edison,CLOVERDALE GARDEN APTS.,MGRE CO. INC.,"1981 MARCUS AVENUE C131, LAKE SUCCESS N.Y. 11042",516 944-5000,CB212901K,2014,ROCKMILLS MP-150,1,6.3,2001,5 to 10 years old,2036,INDUSTRIAL COMB DEG-63 (P),#6,68730,48111,7216.65,10309.5,1,2018,Walk-Up Apartments,23,Q 11,"* 132,300",81,2,168,168,1948,,Yes,40.749893,-73.753339,1377,4444354,4076480002,Oakland Gardens
4076560002,64-51 SPRINGFIELD BOULEVARD,11364,Queens,Con Edison,ESTATES @ BAYSIDE OWNERS INC.,Estate @ Bayside Owners Inc./Dominick Signorile,"67-83 223 PLACE, BAYSIDE NY 11364",718-279-8029,CA343586H,0,FEDERAL FST-125,1,5.3,1986,21 to 26 years old,2021,INDUSTRIAL COMBUSTION DEG-54 (P),#4,57488,40241,5835.032,8335.76,1,2016,Walk-Up Apartments,23,Q 11,"* 107,988",8,2,136,136,1949,,Yes,40.747049,-73.755649,1377,4460136,4076560002,Oakland Gardens
4076560002,64-51 SPRINGFIELD BOULEVARD,11364,Queens,Con Edison,ESTATES @ BAYSIDE OWNERS INC.,ESTATES @ BAYSIDE OWNERS INC.,"67-83 223 PLACE, BAYSIDE NY 11364",718-279-8029,CA344286K,0,FEDERAL FST-100,1,4.2,1986,21 to 26 years old,2021,INDUSTRAIL COMBUSTION DEG-42 (P),#4,44713,31299,4538.3695,6483.39,1,2016,Walk-Up Apartments,23,Q 11,"* 107,988",8,2,136,136,1949,,Yes,40.747049,-73.755649,1377,4460136,4076560002,Oakland Gardens
4076680010,67-13 SPRINGFIELD BOULEVARD,11364,Queens,Con Edison,ESTATE OF BAYSIDE OWNERS INC.,EST. AT Bayside Owners Inc./Domininck Signorile,"67-83 223 RD PLACE, BAYSIDE NY 11364",718-279-8029,CA343686P,0,FEDERAL FST-125,1,5.3,1986,21 to 26 years old,2021,INDUSTRIAL COMBUSTION DEG-54-(P),#4,57488,40241,5835.032,8335.76,1,2018,Walk-Up Apartments,23,Q 11,"* 120,600",83,2,156,156,1949,,Yes,40.745002,-73.754649,1377,4444442,4076680010,Oakland Gardens
4076680010,67-13 SPRINGFIELD BOULEVARD,11364,Queens,Con Edison,ESTATE AT BAYSIDE OWNERS,"EST.BAYSIDE OWNERS INC,./Dominick Signorile","67-83 223 RD PLACE, BAYSIDE NY 11364",718-279-8029,CA344386H,0,FEDERAL FST-125,1,5.3,1986,21 to 26 years old,2021,INDUSTRIAL COMBUSTION DEG-54 (P),#4,57488,40241,5835.032,8335.76,1,2018,Walk-Up Apartments,23,Q 11,"* 120,600",83,2,156,156,1949,,Yes,40.745002,-73.754649,1377,4444442,4076680010,Oakland Gardens
4076700002,223-38 65 AVENUE,11364,Queens,Con Edison,THE ESTATES AT BAYSIDE OWNERS INC.,THE ESTATES AT BAYSIDE OWNERS INC,"67-83 223RD PL, BAYSIDE NY 11364-2639",718 279-8029,CA344086X,0,FEDERAL FST-175,1,7,1986,21 to 26 years old,2021,ICI DEG-84 (P),#4,766500,536550,7779.975,11114.25,1,2020,Walk-Up Apartments,23,Q 11,"* 147,700",95,2,188,188,1949,,Yes,40.746882,-73.753166,1377,4440500,4076700002,Oakland Gardens
4078400002,224-33 KINGSBURY AVENUE,11364,Queens,Con Edison,ALLEY POND OWNERS CORP.,ALLEY POND OWNERS CORP.,"78-09 SPRINGFIELD BOULEVARD, BAYSIDE NY 11364",718-468-7770,CA158180N,0,ROCKMILLS FB-90,1,3.01,1980,26 to 30 years old,2015,IRON FIREMAN AGO 6-4.2 RK,#4,42705,29894,4334.5575,6192.23,1,2020,Walk-Up Apartments,23,Q 11,"* 100,886",62,2,120,120,1950,,Yes,40.737463,-73.746327,129104,4453228,4078400002,Oakland Gardens
4079120050,224-24 UNION TURNPIKE,11364,Queens,Con Edison,CAMBRIDGE HALL TENANTS C/O WOODS MGMT. CO.,EXCEL HEATING SERVICE CORP,"505 CHESNUT STREET, CEDARHURST NY 11516",516 347-7000,CA013880R,2012,PACIFIC 52L2,1,5.3,1980,26 to 30 years old,2015,HEV-E-OIL BURNER MODEL #DE-84 (NEW),#6,91980,64386,9428.58,13469.4,1,2022,Elevator Apartments,23,Q 11,"* 214,152",4,6,192,192,1956,,Yes,40.735824,-73.746283,129102,4453360,4079120050,Oakland Gardens
4079120050,224-24 UNION TURNPIKE,11364,Queens,Con Edison,CAMBRIDGE HALL TENANTS C/O WOODS MGMT. CO.,CAMBRIDGE HALL TENANTS CORP. DITMAS MGMT.,"505 CHESTNUT ST., CEDARHURST NY 11516",516 374-7000,CA013980Y,2012,PACIFIC 52L2,1,6.3,1980,26 to 30 years old,2015,HEV-E-OIL DE84,#6,45864,32105,4815.72,6879.6,1,2022,Elevator Apartments,23,Q 11,"* 214,152",4,6,192,192,1956,,Yes,40.735824,-73.746283,129102,4453360,4079120050,Oakland Gardens
