Address,BBL,BIN,BoroCD,Borough,CT2010,CouncilDistrict,Items_Accepted,Latitude,Longitude,NTAName,Nonprofit_Organization,Number,Operations_Type,Public_Email,Public_Phone,Street,Unit,Vendor_Name,Website,point,zipcode,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
213 W 34 St,1.00784e9,1086701,105,Manhattan,109,3,Shoes,40.75141143798828,-73.99120330810547,Midtown-Midtown South,false,213,Retail Store Takeback Programs,CUSTOMERSERVICE@DSW.COM,(212) 967-9703,W 34 St,,DSW,https://www.dsw.com/en/us/content/give-a-pair,POINT (-73.991204 40.751413),10001,11722,11,4,10,8
21 Manhattan Ave,3.03104e9,3000000,301,Brooklyn,491,34,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.703147888183594,-73.94507598876953,East Williamsburg,false,21,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Manhattan Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.945075 40.703146),11206,17213,36,2,30,56
5901 Bay Pkwy,3065479936.0,3329150,312,Brooklyn,446,44,"Clothing, Shoes, Coats, Towels",40.61690902709961,-73.97772216796875,Borough Park,true,5901,Publicly Accessible Donation Bins,N/A,866-931-0232,Bay Pkwy,,Carecycle Inc,carecyclecares.com/,POINT (-73.977723 40.616909),11204,16867,2,2,18,39
123 W 115 St,1018250048.0,1055042,110,Manhattan,218,9,"Clothing, Shoes, Coats",40.80201721191406,-73.95120239257813,Central Harlem South,true,123,Nonprofit Organizations/Thrift Stores,sjoseph.facesny@gmail.com,212-283-9180,W 115 St,,"FACES NY, Inc.",https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3402&BId=3366,POINT (-73.951205 40.802019),10026,12423,18,4,36,18
1309 Boston Rd,2029340032.0,2009747,203,Bronx,151,16,"Clothing, Shoes",40.83149337768555,-73.9000473022461,Morrisania-Melrose,false,1309,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Boston Rd,,Usagain LLC,http://www.usagain.com/,POINT (-73.90005 40.831494),10456,10934,34,5,42,25
7 W 14 St,1.00816e9,1078658,105,Manhattan,54,3,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs, Other",40.73579406738281,-73.99250793457031,Hudson Yards-Chelsea-Flatiron-Union Square,true,7,Nonprofit Organizations/Thrift Stores,info@goodwillnynj.org,718-728-5400,W 14 St,,Goodwill Industries of Greater New York & Northern New Jersey,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=10&BId=21,POINT (-73.992507 40.735795),10011,11724,11,4,50,7
375 Tompkins Ave,5028429824.0,5042517,501,Staten Island,8,49,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.616943359375,-74.07343292236328,Stapleton-Rosebank,false,375,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Tompkins Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.07343 40.616945),10305,10692,4,1,13,74
126-01 Hillside Ave,4092720128.0,4193672,409,Queens,140,29,"Clothing, Shoes, Coats, Towels",40.702972412109375,-73.8252944946289,Kew Gardens,true,126-01,Publicly Accessible Donation Bins,N/A,866-931-0232,Hillside Ave,,Carecycle Inc,carecyclecares.com/,POINT (-73.825292 40.702973),11418,24011,46,3,28,60
44-02 Astoria Blvd,4007170048.0,4012858,401,Queens,141,22,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.76802062988281,-73.9070053100586,Astoria,false,44-02,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Astoria Blvd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.907002 40.768021),11103,16860,39,3,4,72
200 4 Ave,3004270080.0,3006998,306,Brooklyn,119,33,"Clothing, Shoes, Coats",40.67831802368164,-73.98284912109375,Park Slope-Gowanus,true,200,Nonprofit Organizations/Thrift Stores,admin@chipsonline.org,718-237-2962,4 Ave,,Park Slope Christian Help -CHIPS,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=2101&BId=2057,POINT (-73.982852 40.678317),11217,17619,14,2,38,50
537 Central Ave,3034040064.0,3078600,304,Brooklyn,413,37,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.69036865234375,-73.91117095947266,Bushwick South,false,537,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Central Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.91117 40.690369),11207,17214,42,2,37,53
3010 Riverdale Ave,2057120128.0,2083212,208,Bronx,289,11,"Clothing, Shoes, Coats, Other",40.88045883178711,-73.90996551513672,Spuyten Duyvil-Kingsbridge,false,3010,Publicly Accessible Donation Bins,N/A,914-573-2266,Riverdale Ave,,Standard Recycling Corp,N/A,POINT (-73.909962 40.880459),10463,11272,48,5,40,33
333 First Ave,1009250048.0,1020523,106,Manhattan,64,2,"Clothing, Shoes, Accessories, Coats",40.73474884033203,-73.9804458618164,Gramercy,true,333,Nonprofit Organizations/Thrift Stores,cauzforpawz@outlook.com,212-684-7299,First Ave,,Cauz For Pawz,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=46&BId=89,POINT (-73.980443 40.734749),10003,11724,71,4,50,7
130 E 7 St,1004340032.0,1005791,103,Manhattan,32,2,"Clothing, Shoes, Linens, Accessories",40.726112365722656,-73.98396301269531,East Village,true,130,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7900,E 7 St,,Tompkins Square Greenmarket: GrowNYC Clothing & Textile Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=74&BId=133,POINT (-73.983963 40.726112),10009,11729,70,4,50,5
117-07 Springfield Blvd,4127340032.0,4000000,413,Queens,608,27,"Clothing, Shoes, Coats, Other",40.69580078125,-73.7436752319336,Cambria Heights,false,117-07,Publicly Accessible Donation Bins,N/A,914-573-2266,Springfield Blvd,,Standard Recycling Corp,N/A,POINT (-73.743676 40.695802),11411,15311,63,3,6,63
1252 Madison Ave,1015010048.0,1046978,108,Manhattan,15002,4,The nonprofit Free the Girls accepts gently-used bras at this store location.,40.78337860107422,-73.95722198486328,Upper East Side-Carnegie Hill,true,1252,Retail Store Takeback Programs,NYCMadison@us.rigbyandpeller.com,(212) 860-8366,Madison Ave,,Rigby & Peller - New York Madison @ 90th,https://freethegirls.org/,POINT (-73.957219 40.783378),10128,10099,23,4,51,11
5801 Flatlands Ave,3077619968.0,3214915,318,Brooklyn,722,46,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.63154983520508,-73.9200668334961,Flatlands,false,5801,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Flatlands Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.920069 40.631550000000004),11234,13825,5,2,8,38
4916 Arthur Kill Rd,5.07584e9,5145402,503,Staten Island,226,51,"Clothing, Shoes, Coats, Bedding And Linens, Accessories",40.522186279296875,-74.23888397216797,Charleston-Richmond Valley-Tottenville,false,4916,Organizations/Thrift Stores,nothingnewwarehouse@gmail.com,718-227-7467,Arthur Kill Rd,,Nothing New Warehouse,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=471&BId=457,POINT (-74.238887 40.522188),10309,10696,15,1,9,77
44-02 Broadway,4007069952.0,4012368,401,Queens,159,26,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.75725555419922,-73.91578674316406,Astoria,false,44-02,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Broadway,,Helpsy,https://www.helpsy.co/,POINT (-73.915786 40.757256),11103,16860,39,3,33,72
719 New Lots Ave,3040920064.0,3090733,305,Brooklyn,1124,42,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6660270690918,-73.88428497314453,East New York,false,719,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,New Lots Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.884287 40.666028),11207,17214,45,2,25,47
1 River Pl,1010889984.0,1085803,104,Manhattan,117,3,"Clothing, Shoes, Accessories, Coats, Bedding And Linens",40.760990142822266,-74.00022888183594,Hudson Yards-Chelsea-Flatiron-Union Square,true,1,Nonprofit Organizations/Thrift Stores,info@churchofgooddeeds.org,917-325-4548,River Pl,,Church of Good Deeds,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3610&BId=3596,POINT (-74.000229 40.760992),10036,13094,12,4,10,6
169 Central Ave,3032179968.0,3073114,304,Brooklyn,423,34,"Clothing, Shoes, Coats, Other",40.69894027709961,-73.92610931396484,Bushwick South,false,169,Publicly Accessible Donation Bins,N/A,914-573-2266,Central Ave,,Standard Recycling Corp,N/A,POINT (-73.926108 40.698939),11221,18181,42,2,30,53
126-02 82 Ave,4096529920.0,4458616,409,Queens,216,29,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Fabric",40.756683349609375,-73.82887268066406,Kew Gardens,true,126-02,Nonprofit Organizations/Thrift Stores,ylc@gohny.org,718-321-8862,82 Ave,,Garden of Hope,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3440&BId=3406,POINT (-73.828871 40.756683),11415,14190,22,3,3,67
509 Evergreen Ave,3033750016.0,3077205,304,Brooklyn,415,37,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.69071578979492,-73.91597747802734,Bushwick South,false,509,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Evergreen Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.915981 40.690717),11221,18181,42,2,37,53
69 Gansevoort St,1006440064.0,1012198,102,Manhattan,79,3,Contact store for details,40.73953628540039,-74.007568359375,West Village,false,69,Retail Store Takeback Programs,contactus@madewell.com,646-486-7073,Gansevoort St,,Madewell,https://www.madewell.com/inspo-do-well-denim-recycling-landing.html,POINT (-74.007565 40.739537),10014,12077,57,4,10,3
3095 Ave U,3073410048.0,3199331,315,Brooklyn,568,46,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.60172653198242,-73.93551635742188,Madison,false,3095,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Ave U,,Helpsy,https://www.helpsy.co/,POINT (-73.935514 40.601728),11229,13512,32,2,8,36
547 Chester St,3036140032.0,3082609,316,Brooklyn,916,42,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.65815353393555,-73.908447265625,Brownsville,false,547,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Chester St,,Helpsy,https://www.helpsy.co/,POINT (-73.908448 40.658153),11212,17614,55,2,25,46
1881 Forest Ave,5011829760.0,5107138,501,Staten Island,239,49,"Clothing, Shoes",40.625709533691406,-74.15170288085938,Mariner's Harbor-Arlington-Port Ivory-Graniteville,true,1881,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Forest Ave,,Planet Aid,http://www.planetaid.org/,POINT (-74.151705 40.62571),10303,10371,4,1,13,75
106-12 Liverpool St,4100509952.0,4214923,412,Queens,204,28,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.69321060180664,-73.80435943603516,Jamaica,false,106-12,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Liverpool St,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.804359 40.693209),11435,24670,41,3,46,61
35 Holland Ave,5012720128.0,5109140,501,Staten Island,31902,49,"Clothing, Shoes, Bedding And Linens, Coats, Accessories, Rugs, Towels",40.63933181762695,-74.17039489746094,Mariner's Harbor-Arlington-Port Ivory-Graniteville,true,35,Nonprofit Organizations/Thrift Stores,Scyepwace.northshorelc@gmail.com,718-442-3405,Holland Ave,,"WORLD ASSOCIATION FOR COMMUNITY EMPOWERMENT, INC.",https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3476&BId=3454,POINT (-74.170393 40.639331),10303,10371,4,1,13,75
333 Seneca Ave,4034230016.0,4081692,405,Queens,539,34,"Clothing, Shoes, Coats",40.7076530456543,-73.91542053222656,Ridgewood,false,333,Publicly Accessible Donation Bins,N/A,631-225-5246,Seneca Ave,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.915418 40.707652),11385,15310,54,3,30,62
40-13 Astoria Blvd,4007930112.0,4015288,401,Queens,137,22,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.769508361816406,-73.90982818603516,Steinway,false,40-13,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Astoria Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.909832 40.769509),11105,16862,39,3,4,72
1600-1650 Bruckner Blvd,2036530048.0,2094831,209,Bronx,28,18,"Clothing, Shoes, Coats",40.82341766357422,-73.87464904785156,Soundview-Castle Hill-Clason Point-Harding Park,false,1600-1650,Publicly Accessible Donation Bins,N/A,631-225-5246,Bruckner Blvd,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.874646 40.823418),10473,11611,58,5,31,26
1670 Metropolitan Ave,2039437440.0,2096739,209,Bronx,21002,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.838218688964844,-73.85786437988281,Parkchester,false,1670,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Metropolitan Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.857867 40.838217),10462,11271,58,5,31,26
1578 E 233 St,2049510016.0,2066495,212,Bronx,484,12,"Clothing, Shoes",40.88890838623047,-73.82991027832031,Eastchester-Edenwald-Baychester,false,1578,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,E 233 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.829914 40.888909),10466,11275,29,5,2,30
1579 Forest Ave,5010530304.0,5024941,501,Staten Island,247,49,"Clothing, Shoes",40.6248664855957,-74.14046478271484,Port Richmond,false,1579,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Forest Ave,,Usagain LLC,http://www.usagain.com/,POINT (-74.140466 40.624868),10302,10370,4,1,13,75
4353 Broadway,1021800128.0,1064428,112,Manhattan,271,10,"Clothing, Shoes",40.853519439697266,-73.93433380126953,Washington Heights North,false,4353,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Broadway,,Usagain LLC,http://www.usagain.com/,POINT (-73.934332 40.853519),10033,13091,47,4,39,22
6201-23 4 Ave,3058000128.0,3143938,307,Brooklyn,122,38,"Clothing, Shoes, Coats, Towels",40.63911819458008,-74.01976776123047,Sunset Park West,true,6201-23,Publicly Accessible Donation Bins,N/A,866-931-0232,4 Ave,,Carecycle Inc,carecyclecares.com/,POINT (-74.019764 40.639117),11220,18180,9,2,7,45
25-15 Seagirt Blvd,4158010112.0,4530270,414,Queens,99802,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.5953254699707,-73.75904846191406,Far Rockaway-Bayswater,false,25-15,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Seagirt Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.759048 40.595326),11691,20529,51,3,47,59
39 Bond St,1005290048.0,1084924,102,Manhattan,5502,1,"Gently worn clothing and household linens of all kinds, including shoes, belts, and bags. Contact the store for more details.",40.72602844238281,-73.99333190917969,West Village,false,39,Retail Store Takeback Programs,love@thereformation.com,855-756-0562,Bond St,,Reformation,https://www.thereformation.com/,POINT (-73.99333309999997 40.726027900000076),10012,12075,57,4,32,5
235 E 233 St,2033740032.0,2019006,212,Bronx,44902,11,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.89654541015625,-73.8692398071289,Woodlawn-Wakefield,false,235,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,E 233 St,,Helpsy,https://www.helpsy.co/,POINT (-73.869243 40.896546),10470,11608,29,5,40,30
220-46 Hillside Ave,4079450112.0,4166343,413,Queens,1301,23,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.730873107910156,-73.74226379394531,Bellerose,false,220-46,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Hillside Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.742261 40.730872),11427,24336,63,3,16,63
135-11 Hillside Ave,4096219904.0,4206373,409,Queens,216,29,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.70414733886719,-73.81893920898438,Kew Gardens,false,135-11,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Hillside Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.818936 40.704146),11418,24014,46,3,28,60
2915 Surf Ave,3070510080.0,3189522,313,Brooklyn,342,47,"Clothing, Shoes",40.57300567626953,-73.9955825805664,Seagate-Coney Island,true,2915,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Surf Ave,,Planet Aid,http://www.planetaid.org/,POINT (-73.995582 40.573004),11224,18184,21,2,45,35
2577 Nostrand Ave,3.07648e9,3209582,318,Brooklyn,748,45,"Clothing, Shoes, Coats, Towels",40.62131881713867,-73.9455795288086,Midwood,true,2577,Publicly Accessible Donation Bins,N/A,866-931-0232,Nostrand Ave,,Carecycle Inc,carecyclecares.com/,POINT (-73.94558 40.621317),11210,17217,5,2,26,38
4643 3 Ave,2.0304e9,2011403,206,Bronx,385,15,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.856990814208984,-73.89136505126953,Claremont-Bathgate,false,4643,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,3 Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.891366 40.856992),10458,10936,35,5,22,31
347 E 18 St,1.00924e9,1020487,106,Manhattan,48,2,"Clothing, Shoes, Coats, Accessories",40.73420715332031,-73.98118591308594,Gramercy,true,347,Nonprofit Organizations/Thrift Stores,info@moravianhouse.org,212-995-5810,E 18 St,,"Moravian Open Door, Inc",https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=2309&BId=2271,POINT (-73.981189 40.734208),10003,11724,71,4,50,7
153A Johnson Ave,3030609920.0,3400456,301,Brooklyn,505,34,"Clothing, Shoes, Accessories",40.706607818603516,-73.94424438476563,East Williamsburg,true,153A,Nonprofit Organizations/Thrift Stores,victoriaffmatrinity@gmail.com,718-388-3176,Johnson Ave,,Trinity Human Service Corporation,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=2192&BId=2148,POINT (-73.94424600000002 40.706609),11206,17213,36,2,30,56
239 Union Ave,3024389888.0,3063392,301,Brooklyn,527,34,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.707664489746094,-73.95076751708984,North Side-South Side,false,239,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Union Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.950769 40.707663),11211,17613,36,2,30,56
2655 Richmond Ave,5.024e9,5039658,502,Staten Island,27702,51,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.58118438720703,-74.164794921875,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,false,2655,Retail Store Takeback Programs,info@hm.com,855-466-7467,Richmond Ave,,H&M,https://about.hm.com/en/sustainability/get-involved/recycle-your-clothes.html,POINT (-74.16479649999997 40.58118440000004),10314,10700,30,1,9,75
147 Victory Blvd,5000229888.0,5000377,501,Staten Island,11,49,"Clothing, Shoes, Accessories",40.63714599609375,-74.08087158203125,West New Brighton-New Brighton-St. George,false,147,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Victory Blvd,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-74.080874 40.637147),10301,10369,4,1,13,74
310 Beach 54 St,4158899968.0,4301921,414,Queens,97204,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.59280776977539,-73.78416442871094,Hammels-Arverne-Edgemere,false,310,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Beach 54 St,,Helpsy,https://www.helpsy.co/,POINT (-73.784166 40.592809),11692,20530,51,3,47,59
148-15 Archer Ave,4099960064.0,4213986,412,Queens,212,27,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.701316833496094,-73.80555725097656,Jamaica,true,148-15,Nonprofit Organizations/Thrift Stores,Donations@salvationarmyusa.org,800-728-7825,Archer Ave,,The Salvation Army Of Greater New York,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=11&BId=44,POINT (-73.805559 40.701316),11435,24670,41,3,6,61
466 10 Ave,1007340032.0,1012882,104,Manhattan,111,3,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.7559928894043,-73.99781036376953,Hudson Yards-Chelsea-Flatiron-Union Square,false,466,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,10 Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.997814 40.755992),10018,12080,12,4,10,6
81-15 164 St,4.07024e9,4438309,408,Queens,1265,24,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels, Rugs",40.72003173828125,-73.8037338256836,Pomonok-Flushing Heights-Hillcrest,true,81-15,Nonprofit Organizations/Thrift Stores,info@queenscp.org,718-380-3000,164 St,,Queens Centers For Progress,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3457&BId=3434,POINT (-73.803736 40.720033),11432,24340,25,3,24,65
125 Arlington Ave,3.0392e9,3086871,305,Brooklyn,1146,37,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6802864074707,-73.89012145996094,Cypress Hills-City Line,false,125,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Arlington Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.890122 40.680285),11207,17214,45,2,37,47
39-63 57 St,4012280064.0,4028253,402,Queens,257,26,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.746070861816406,-73.90669250488281,Woodside,false,39-63,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,57 St,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.906693 40.746072),11377,14787,53,3,33,66
1339 Dekalb Ave,3032339968.0,3325497,304,Brooklyn,423,37,"Clothing, Shoes, Accessories, Coats",40.698585510253906,-73.92511749267578,Bushwick South,false,1339,Organizations/Thrift Stores,info@ggssocialclub.com,347-808-1919,Dekalb Ave,,GG's Social Trade & Treasure Club,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3762&BId=3757,POINT (-73.925121 40.698586),11221,18181,42,2,37,53
466 Bay St,5005089792.0,5013403,501,Staten Island,21,49,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.63076400756836,-74.07689666748047,Stapleton-Rosebank,false,466,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Bay St,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.076895 40.630763),10304,10691,4,1,13,74
411 E 143 St,2022880128.0,2000490,201,Bronx,41,8,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels, Rugs",40.81219482421875,-73.91979217529297,Mott Haven-Port Morris,true,411,Nonprofit Organizations/Thrift Stores,stmarys411@gmail.com,718-665-9446,E 143 St,,"ST. MARY'S DEVELOPMENT CENTER FOR CHILDREN AND FAMILIES, INC.",https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=95&BId=191,POINT (-73.919793 40.812195),10454,10932,49,5,35,23
4844 Hylan Blvd,5063980032.0,5082010,503,Staten Island,176,51,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.526554107666016,-74.1673812866211,Annadale-Huguenot-Prince's Bay-Eltingville,false,4844,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,Hylan Blvd,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-74.167381 40.526554),10312,10699,15,1,9,77
5801 6 Ave,3008570112.0,3016116,307,Brooklyn,102,38,"Clothing, Shoes",40.63905334472656,-74.01263427734375,Sunset Park East,false,5801,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,6 Ave,,Usagain LLC,http://www.usagain.com/,POINT (-74.012638 40.639052),11220,18180,9,2,7,45
10 Columbus Cir,1010497472.0,1026318,104,Manhattan,145,3,Used Athletic Shoes collected on behalf of MORE Foundation.,40.768959045410156,-73.98277282714844,Lincoln Square,true,10,Retail Store Takeback Programs,service@jackrabbit.com,1 212-823-9626,Columbus Cir,,JackRabbit,https://www.jackrabbit.com/info/shoe-donation-program,POINT (-73.98277089999993 40.76895890000003),10019,12420,12,4,10,10
3139 Fulton St,3041240064.0,3091974,305,Brooklyn,1174,37,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.68183135986328,-73.8790283203125,Cypress Hills-City Line,false,3139,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Fulton St,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.879029 40.681831),11208,17215,45,2,37,47
49 Tompkins Ave,5005329920.0,5013950,501,Staten Island,27,49,"Clothing, Shoes, Bedding And Linens, Coats, Accessories, Rugs, Towels, Fabric",40.62335968017578,-74.07872772216797,Stapleton-Rosebank,true,49,Nonprofit Organizations/Thrift Stores,Stapleton.UAME@gmail.com,718-273-2857,Tompkins Ave,,Stapleton UAME Church,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3446&BId=3418,POINT (-74.078731 40.623361),10304,10691,4,1,13,74
49 Fulton St,1000950016.0,1001290,101,Manhattan,1501,1,"Clothing, Shoes, Coats, Accessories",40.70820236206055,-74.00379943847656,Battery Park City-Lower Manhattan,true,49,Nonprofit Organizations/Thrift Stores,N/A,212-766-8122,Fulton St,,St. Margaret's House Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=589&BId=556,POINT (-74.003801 40.708202),10038,13096,56,4,32,1
1772 Rockaway Pkwy,3082609920.0,3232785,318,Brooklyn,1010,46,"Clothing, Shoes",40.638038635253906,-73.89488983154297,Canarsie,false,1772,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Rockaway Pkwy,,Usagain LLC,http://www.usagain.com/,POINT (-73.894893 40.638037),11236,13827,5,2,8,42
786 Burke Ave,2045710080.0,2055645,212,Bronx,340,12,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.87103271484375,-73.86367797851563,Bronxdale,false,786,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,Burke Ave,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.863678 40.871032),10467,11605,29,5,2,30
41-14 Broadway,4006769920.0,4011055,401,Queens,159,26,"Clothing, Shoes, Coats, Accessories, Linens",40.7581901550293,-73.91781616210938,Astoria,false,41-14,Organizations/Thrift Stores,N/A,(718) 721-8524,Broadway,,BroadwayThrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=1860&BId=1808,POINT (-73.917818 40.758192),11103,16860,39,3,33,72
172-12 Hillside Ave,4098289920.0,4210302,412,Queens,462,27,"Clothing, Shoes",40.71174621582031,-73.78963470458984,Jamaica,false,172-12,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Hillside Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.789635 40.711746),11432,24340,41,3,6,61
4138 Broadway,1021430016.0,1063530,112,Manhattan,263,10,"Clothing, Shoes, Linens, Accessories",40.845863342285156,-73.938232421875,Washington Heights South,true,4138,Textile Recycling at Farmers' Markets,info@grownyc.org,212-788-7476,Broadway,,175th StGreenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=80&BId=140,POINT (-73.938232 40.845865),10033,13091,47,4,39,21
